PeriodId,cHRev-132-farreplacerandom,AuthorshipRec-133-farreplacerandom,RevOwnRec-134-farreplacerandom,RetentionRec-135-farreplacerandom,LearnRec-136-farreplacerandom,TurnoverRec-137-farreplacerandom,WhoDo-138-farreplacerandom,cHRev-140-add,AuthorshipRec-141-add,RevOwnRec-142-add,RetentionRec-143-add,LearnRec-144-add,TurnoverRec-145-add,WhoDo-146-add,TurnoverRec-147-addAndReplace,TurnoverRec-148-addHoarded_2,TurnoverRec-149-addHoarded_3,TurnoverRec-150-addHoarded_4
1,2.02090465313225,1.91197483635364,-0.435807455703818,3.1298177009859,-9.88079577452182,0.903378103712127,-0.794604700804913,5.65369448382709,5.78381932281298,5.72135646272116,6.13713087884356,2.79173829539034,4.87241364918767,5.136376666164,1.395556946275,3.79615860151494,2.56487254368376,2.2651491470002
2,-0.135300712170927,1.23790312399479,-0.683635000509519,2.24767823042173,-8.01011678774772,0.154164002681223,-2.30770388403012,5.02318851801786,5.56214489898461,5.02929091103712,6.00143914102451,2.35425035148396,5.65162630290659,4.10230481855645,1.75671956577679,4.74453323927713,4.23163696470652,3.76022816467199
3,-0.234524394186064,0.0223904895003457,-0.285951299935194,1.95006873466812,-7.50696264626138,-1.06532577913662,-1.42518978284391,4.18043369152388,4.42101909614512,5.39282005748634,5.24193056870834,2.39462312669381,4.48825830412414,3.54118777548309,-1.17471095724159,2.57538609143646,1.67162455893255,1.43923434989552
4,0.227646158911665,0.631037751344166,1.49201830478307,1.74453298437629,-4.35129777884881,-1.25077925698734,-0.554638473556246,3.82539163629803,4.12982731143963,4.42120945732465,4.16276576141827,2.10108931662165,3.67936114521301,3.78807095563962,-0.923203429338559,1.69378614324907,1.08943016473193,0.448743840903765
5,-0.694249159381599,-0.328281924945628,-0.135209382628199,0.559820203304007,-4.35548779764462,-2.17545725868616,-2.22001444308804,2.91577275072439,3.28612133527799,3.06845564579277,3.15770292179554,1.42873525802945,2.42368205360126,2.20490609897901,-1.53071134818858,0.305103840455878,-0.376918927831815,-0.7771006154902
6,-0.406685941258245,-0.373510677128719,0.709907363182571,0.846872452823511,-3.7215792572604,-1.36656175961962,-1.48730308515393,1.64959284889563,1.74853972142324,2.70477460813476,2.16562050390536,0.882912095307509,1.87084557153756,1.30912506588565,-0.663676149794834,1.00591388687232,0.462409727543922,0.0961456912071945
7,0.182236944055836,0.0745161953039641,0.572884039387245,0.949268347475507,-3.89207527036993,-1.76835079974844,-1.3398817503071,2.50453685409171,2.61600459750455,2.67565909048473,2.53126325916284,0.842526371369545,1.93010497517265,1.74342164164869,-0.722142356911537,0.626155894603642,-0.0386194882948998,-0.264020131338172
8,0.0212165931718022,-0.13488156318392,1.11170734105794,1.45471764792133,-5.51054382890389,-3.34767258072859,-2.14237473106235,2.60240477052374,2.5925703160353,2.87685148115315,2.32818982251444,0.557015780504999,1.57824477515853,1.26331989357829,-2.60178614834686,-0.0949080301552163,-0.908145823590023,-1.36785191800085
9,-0.122639545532766,-0.738528608634126,0.290430680630394,0.249826125615016,-5.09651349095752,-2.70756331302801,-2.27931806436359,3.05277837860798,2.788766024717,2.94692731945405,2.74368127598628,0.900004660245268,1.99410378844944,2.05879183808995,-1.77487014045299,0.35025172925307,-0.541362673709955,-1.03224216028475
10,-0.329789454101803,-0.850983557511464,-0.162313218265653,0.0722629124765062,-5.92178293392784,-2.91161800633118,-2.79053666579988,2.8549164221185,3.08206378548519,2.92812874685666,3.14040929519588,1.27865278807988,2.23304894857457,1.46723561838629,-2.51542963428177,0.198134468583122,-0.913110041854903,-1.41554193781217
11,-0.0456035999027549,0.168145380252227,0.504746094332531,0.750571667412481,-6.45598806765667,-2.84369404098599,-3.37743236128474,2.94364687295368,3.12879405161894,2.82142019716525,3.00801331842042,0.988095781355613,1.9906221285019,1.51286453203558,-1.68406652205081,0.135792851347372,-0.43353256312253,-1.2027421255935
12,1.06354681356966,0.40477993693393,0.66562747765051,0.61497680620286,-3.68891166801034,-1.4027673385537,-2.17509507149818,3.10226582950703,2.57079073977651,2.60621202844205,2.80594559815111,0.99146200808824,2.24096181716564,1.59248123875713,0.46721300210073,1.29105064536268,1.00125524658399,0.848619162810804
13,0.560794521510166,-0.207482773756795,-0.0285958041970402,0.200887567956287,-3.83699974478611,-0.620055251262419,-2.08129357518835,2.81130035688009,2.09014903036424,2.10252128949966,2.84620978201373,0.524011382241563,2.3401410629788,0.958078016082387,0.919088992300532,1.45613961286108,1.26786175095726,1.08564725558178
14,0.246690735797128,-0.399066773749202,-0.348358259827941,0.00261779303403209,-2.89564239755066,-0.881430902947511,-1.33620116129306,1.82263886225065,1.66440849778369,1.394919086858,2.3722236790821,0.634993230453462,1.91650737716016,1.02093145011812,0.777942912593188,1.1789459783405,1.09056140060793,0.985862873862509
15,0.195076873902655,-0.0494269358823463,0.0742001880443821,-0.526533962887121,-2.12063772998267,-0.923059716140928,-1.20034904109929,1.70352943242067,1.18130087025792,1.29259936444599,1.45671248856318,0.643486089623457,1.25047843239252,0.806152546884742,0.363212147200609,0.678884158714932,0.446183064877115,0.211707909397418
16,0.232487920179203,0.186776072092942,0.0911065303456748,-0.444712874842934,-2.42526716113064,-1.18498812293872,-0.93643782089885,1.32764838045538,1.49619566376828,1.45230943933545,1.43546709830253,0.377755055365792,0.959881007402652,0.862092623658595,0.152879065237865,0.446152226878271,0.365740442744333,0.39953548253111
17,0.0961006510540319,0.00848300956730608,0.453906953747385,-0.130856972351212,-1.5351430530433,-0.6040105444722,-0.58845806005472,1.49512215870138,1.3349225923073,1.47421610905087,1.18262276199399,0.445917295306097,1.13878007099093,0.869345520824272,0.73366132086925,0.873075703172144,0.700494818729558,0.709163569474835
18,-0.166466692093226,-0.396053679736008,0.438416312699763,-0.286551515574929,-2.16195928951123,-1.19085116432263,-1.40602198207036,1.38612334382875,1.16163601928252,1.62370069049098,0.843319542517462,0.626017636075127,0.780902502329917,0.55366560758956,-0.218309469618716,0.19567897598356,0.0750796752654548,0.0460474688715795
19,-0.405780640548603,-0.641289191568384,-0.406849273896315,-0.722696785611321,-2.62632810506978,-0.918807378668085,-1.71409995757574,0.971950054226767,1.01770862881854,1.15035349249744,1.2236437256175,0.491856990576078,1.32888997416925,0.62297628743353,0.339913874784026,0.872796884078797,0.621153826052567,0.568431187405594
Median,0.0212165931718022,-0.0494269358823463,0.0911065303456748,0.559820203304007,-3.89207527036993,-1.19085116432263,-1.48730308515393,2.81130035688009,2.5925703160353,2.70477460813476,2.74368127598628,0.882912095307509,1.9906221285019,1.46723561838629,-0.218309469618716,0.872796884078797,0.462409727543922,0.39953548253111
Average,0.121350617163601,0.0277105846971954,0.20622271531041,0.666450898074003,-4.52600172543081,-1.37397111095604,-1.69247129536702,2.7277334550449,2.71877802651598,2.82545923569637,2.88338375911669,1.1186917638322,2.35099230984301,1.86385937872605,-0.363300964688856,1.17521225799104,0.651400771948039,0.358158800794456
